string,title,year,citations,source_db,doi,abstract
Terciaria,AMFF: A new attention-based multi-feature fusion method for intention recognition,2021,32,Scopus,10.1016/j.knosys.2021.107525,"Intention recognition is based on a dialog between users to identify their real intentions, which plays a key role in the question answering system. However, the content of a dialog is usually in the form of short text. Due to data sparsity, many current classification models show poor performance on short text. To address this issue, we propose AMFF, an attention-based multi-feature fusion method for intention recognition. In this paper, we enrich short text features by fusing features extracted from frequency-inverse document frequency (TF-IDF), convolutional neural networks (CNNs) and long short-term memory (LSTM). For the purpose of measuring the important features, we utilize the attention mechanisms to assign weights for the fusion features. Experimental results on the TREC, SST1 and SST2 datasets demonstrate that the proposed AMFF model outperforms traditional machine learning models and typical deep learning models on short text classification. © 2021 Elsevier B.V."
Terciaria,Topic prediction and knowledge discovery based on integrated topic modeling and deep neural networks approaches,2021,14,Scopus,10.3233/jifs-202545,"Understanding the real-world short texts become an essential task in the recent research area. The document deduction analysis and latent coherent topic named as the important aspect of this process. Latent Dirichlet Allocation (LDA) and Probabilistic Latent Semantic Analysis (PLSA) are suggested to model huge information and documents. This type of contexts' main problem is the information limitation, words relationship, sparsity, and knowledge extraction. The knowledge discovery and machine learning techniques integrated with topic modeling were proposed to overcome this issue. The knowledge discovery was applied based on the hidden information extraction to increase the suitable dataset for further analysis. The integration of machine learning techniques, Artificial Neural Network (ANN) and Long Short-Term (LSTM) are applied to anticipate topic movements. LSTM layers are fed with latent topic distribution learned from the pre-trained Latent Dirichlet Allocation (LDA) model. We demonstrate general information from different techniques applied in short text topic modeling. We proposed three categories based on Dirichlet multinomial mixture, global word co-occurrences, and self-aggregation using representative design and analysis of all categories' performance in different tasks. Finally, the proposed system evaluates with state-of-art methods on real-world datasets, comprises them with long document topic modeling algorithms, and creates a classification framework that considers further knowledge and represents it in the machine learning pipeline. © 2021 - IOS Press. All rights reserved."
Terciaria,Understanding Sentiment Polarities and Emotion Categories of People on Public Incidents with the Relation to Government Policies,2024,6,Scopus,10.1109/tcss.2024.3403872,"Public incidents necessitate prompt proactive measures by the government and pertinent departments, posing substantial challenges to emergency management capabilities. With the advancement of internet technologies, social media platforms have played a pivotal role in shaping the landscape of public incidents, progressively emerging as primary conduits for authentic expression and sentiment sharing among individuals. The sentiment polarities and emotion categories manifested on social media platforms serve as the correspondence to real-world societal behaviors and performance. This article presents a novel framework leveraging the Transformer-based pretrained language model for conducting large-scale analysis of publicly available short text data sourced from social media platforms. The research aims to comprehensively understand the dynamic fluctuations across fourteen dimensions of sentiment polarities and emotion categories extracted from short text data expressed by people on public incidents over temporal periods. The study seeks to elucidate the relation between the enactment of relevant policies and the observed sentiment polarities as well as emotion categories. One sentiment polarity and two emotion categories related to policies on public incidents are outlined. This research contributes to the government and pertinent departments by providing insights into the text content on social media platforms concerning public incidents, thereby facilitating the understanding of the evolving sentiment polarities and emotion categories. © 2024 IEEE."
Terciaria,Attention-Based Recurrent Neural Networks (RNNs) for Short Text Classification: An Application in Public Health Monitoring,2019,12,Scopus,10.1007/978-3-030-20521-8_73,"In this paper, we propose an attention-based approach to short text classification, which we have created for the practical application of Twitter mining for public health monitoring. Our goal is to automatically filter Tweets which are relevant to the syndrome of asthma/difficulty breathing. We describe a bi-directional Recurrent Neural Network architecture with an attention layer (termed ABRNN) which allows the network to weigh words in a Tweet differently based on their perceived importance. We further distinguish between two variants of the ABRNN based on the Long Short Term Memory and Gated Recurrent Unit architectures respectively, termed the ABLSTM and ABGRU. We apply the ABLSTM and ABGRU, along with popular deep learning text classification models, to a Tweet relevance classification problem and compare their performances. We find that the ABLSTM outperforms the other models, achieving an accuracy of 0.906 and an F1-score of 0.710. The attention vectors computed as a by-product of our models were also found to be meaningful representations of the input Tweets. As such, the described models have the added utility of computing document embeddings which could be used for other tasks besides classification. To further validate the approach, we demonstrate the ABLSTM’s performance in the real world application of public health surveillance and compare the results with real-world syndromic surveillance data provided by Public Health England (PHE). A strong positive correlation was observed between the ABLSTM surveillance signal and the real-world asthma/difficulty breathing syndromic surveillance data. The ABLSTM is a useful tool for the task of public health surveillance. © 2019, Springer Nature Switzerland AG."
Terciaria,Clinical Text Classification to SNOMED CT Codes using Transformers Trained on Linked Open Medical Ontologies,2023,8,Scopus,10.26615/978-954-452-092-2_057,"We present an approach for medical text coding with SNOMED CT. Our approach uses publicly available linked open data from terminologies and ontologies as training data for the algorithms. We claim that even small training corpora made of short text snippets can be used to train models for the given task. We propose a method based on transformers enhanced with clustering and filtering of the candidates. Further, we adopt a classical machine learning approach - support vector classification (SVC) using the transformer embeddings. The resulting approach proves to be more accurate than the predictions given by Large Language Models. We evaluate on a dataset generated from linked open data for SNOMED codes related to morphology and topography for four use cases. Our transformers-based approach achieves an F1-score of 0.82 for morphology and 0.99 for topography codes. Further, we validate the applicability of our approach in a clinical context using labelled real clinical data that are not used for model training. © 2023 Incoma Ltd. All rights reserved."
Terciaria,Self-Taught convolutional neural networks for short text clustering,2017,257,Scopus,10.1016/j.neunet.2016.12.008,"Short text clustering is a challenging problem due to its sparseness of text representation. Here we propose a flexible Self-Taught Convolutional neural network framework for Short Text Clustering (dubbed STC2), which can flexibly and successfully incorporate more useful semantic features and learn non-biased deep text representation in an unsupervised manner. In our framework, the original raw text features are firstly embedded into compact binary codes by using one existing unsupervised dimensionality reduction method. Then, word embeddings are explored and fed into convolutional neural networks to learn deep feature representations, meanwhile the output units are used to fit the pre-trained binary codes in the training process. Finally, we get the optimal clusters by employing K-means to cluster the learned representations. Extensive experimental results demonstrate that the proposed framework is effective, flexible and outperform several popular clustering methods when tested on three public short text datasets. © 2017 Elsevier Ltd"
Terciaria,Using Convolutional Neural Network with BERT for Intent Determination,2019,32,Scopus,10.1109/ialp48816.2019.9037668,"We propose an Intent Determination (ID) method by combining the single-layer Convolutional Neural Network (CNN) with the Bidirectional Encoder Representations from Transformers (BERT). The ID task is usually treated as a classification issue and the user's query statement is usually of short text type. It has been proven that CNN is suitable for conducting short text classification tasks. We utilize BERT as a sentence encoder, which can accurately get the context representation of a sentence. Our method improves the performance of ID with the powerful ability to capture semantic and long-distance dependencies in sentences. Our experimental results demonstrate that our model outperforms the state-of-The-Art approach and improves the accuracy of 0.67% on the ATIS dataset. On the ground truth of the Chinese dataset, as the intent granularity increases, our method improves the accuracy by 15.99%, 4.75%, 4.69%, 6.29%, and 4.12% compared to the baseline. © 2019 IEEE."
Terciaria,Turkish tweet classification with transformer encoder,2019,28,Scopus,10.26615/978-954-452-056-4_158,"Short-text classification is a challenging task, due to the sparsity and high dimensionality of the feature space. In this study, we aim to analyze and classify Turkish tweets based on their topics. Social media jargon and the agglutinative structure of the Turkish language makes this classification task even harder. As far as we know, this is the first study that uses a Transformer Encoder for short text classification in Turkish. The model is trained in a weakly supervised manner, where the training data set has been labeled automatically. Our results on the test set, which has been manually labeled, show that performing morphological analysis improves the classification performance of the traditional machine learning algorithms Random Forest, Naive Bayes, and Support Vector Machines. Still, the proposed approach achieves an F-score of 89.3% outperforming those algorithms by at least 5 points. © 2019 Association for Computational Linguistics (ACL). All rights reserved."
Terciaria,Short text classification for Arabic social media tweets,2022,58,Scopus,10.1016/j.jksuci.2022.03.020,"With the rapid growth in the number of tweets published daily on Twitter, automated classification of tweets becomes necessary for broad diverse applications (e.g., information retrieval, topic labeling, sentiment analysis, rumors detection) to better understand what these tweets are, and what the users are expressing in this social platform. Text classification is the process of assigning one or more pre-defined categories to text according to its content. Tweets are short, and the short text does not have enough contextual information, which is part of the challenge in their classification. Adding to the challenge is the increase in ambiguity since the diacritical marking is not explicitly specified in most Modern Standard Arabic (MSA) texts. Not to mention the Arabic tweets are known to contain fused text of MSA and dialectal Arabic. In this paper, we propose a scheme to classify the textual tweets in the Arabic language based on its linguistic characteristics and content into five different categories. We explore two different textual representations: word embedding using Word2vec and stemmed text with term frequency-inverse document frequency (tf-idf). We tested three different classifiers: Support Vector Machine (SVM), Gaussian Naive Bayes (GNB), and Random Forest (RF). All the classifiers had their hyperparameters tuned. We collected and manually annotated a dataset of approximately 35,600 Arabic tweets for the experiments. Statistically, the RF and the SVM with radial basis function (RBF) kernel performed equally well when used with stemming and tf-idf, achieving macro-F1 scores ranging between 98.09% and 98.14%. The GNB with word embedding was disappointingly low performer. Our result tops the current state-of-the-art score of 92.95% using a deep learning approach, RNN-GRU (recurrent neural network-gated recurrent unit). © 2022 The Authors"
Terciaria,A Multi-Classification Sentiment Analysis Model of Chinese Short Text Based on Gated Linear Units and Attention Mechanism,2021,10,Scopus,10.1145/3464425,"Sentiment analysis of social media texts has become a research hotspot in information processing. Sentiment analysis methods based on the combination of machine learning and sentiment lexicon need to select features. Selected emotional features are often subjective, which can easily lead to overfitted models and poor generalization ability. Sentiment analysis models based on deep learning can automatically extract effective text emotional features, which will greatly improve the accuracy of text sentiment analysis. However, due to the lack of a multi-classification emotional corpus, it cannot accurately express the emotional polarity. Therefore, we propose a multi-classification sentiment analysis model, GLU-RCNN, based on Gated Linear Units and attention mechanism. Our model uses the Gated Linear Units based attention mechanism to integrate the local features extracted by CNN with the semantic features extracted by the LSTM. The local features of short text are extracted and concatenated by using multi-size convolution kernels. At the classification layer, the emotional features extracted by CNN and LSTM are respectively concatenated to express the emotional features of the text. The detailed evaluation on two benchmark datasets shows that the proposed model outperforms state-of-The-Art approaches.  © 2021 Association for Computing Machinery."
Terciaria,CEIL: A General Classification-Enhanced Iterative Learning Framework for Text Clustering,2023,3,Scopus,10.1145/3543507.3583457,"Text clustering, as one of the most fundamental challenges in unsupervised learning, aims at grouping semantically similar text segments without relying on human annotations. With the rapid development of deep learning, deep clustering has achieved significant advantages over traditional clustering methods. Despite the effectiveness, most existing deep text clustering methods rely heavily on representations pre-trained in general domains, which may not be the most suitable solution for clustering in specific target domains. To address this issue, we propose CEIL, a novel Classification-Enhanced Iterative Learning framework for short text clustering, which aims at generally promoting the clustering performance by introducing a classification objective to iteratively improve feature representations. In each iteration, we first adopt a language model to retrieve the initial text representations, from which the clustering results are collected using our proposed Category Disentangled Contrastive Clustering (CDCC) algorithm. After strict data filtering and aggregation processes, samples with clean category labels are retrieved, which serve as supervision information to update the language model with the classification objective via a prompt learning approach. Finally, the updated language model with improved representation ability is used to enhance clustering in the next iteration. Extensive experiments demonstrate that the CEIL framework significantly improves the clustering performance over iterations, and is generally effective on various clustering algorithms. Moreover, by incorporating CEIL on CDCC, we achieve the state-of-the-art clustering performance on a wide range of short text clustering benchmarks outperforming other strong baseline methods. © 2023 ACM."
Terciaria,"Integrated BERT embeddings, BiLSTM-BiGRU and 1-D CNN model for binary sentiment classification analysis of movie reviews",2022,46,Scopus,10.1007/s11042-022-13155-w,"Now a days, understanding the review of the articles, movies are the major issue due to different sentiment present on them. Reviews are short texts which expressing the opinion of the writer on certain texts and express the sentiment related to them. In the recent past, many researchers pay attention to sentiment analysis. In this research work, a novel binary sentiment classification is proposed to classify either positive or negative sentiment. First, the Bidirectional Encoder Representations from Transformers (BERT) embeddings are introduced to tokenize and preprocess the input text. The Bidirectional Long Short-Term Memory (BiLSTM) – Bidirectional Gated Recurrent Unit (BiGRU) and 1-D Convolutional Neural Network (CNN) model is integrated and proposed for sentiment classification. The proposed integrated BERT Embedding and BiLSTM-BiGRU is applied to extract the specified target and self-attention layer is added for better understanding of context, further 1-D CNN along with few other deep learning layers, the sentiment is classified for the selected IMDB movie review dataset. The proposed BERT Embedding + BiLSTM-BiGRU + self-attention and 1-D CNN model is trained and validated with the IMDB movie review dataset. From the simulation, it is found that the testing accuracy and AUC (Area Under the Curve) values are 93.89% and 0.9828 respectively. The performance of the proposed integrated BERT Embedding + BiLSTM-BiGRU+ self-attention and 1-D CNN model is compared with existing models and it is observed that it outperforms better in binary sentiment classification analysis. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature."
Terciaria,Global-Local Enhancement Network for Short Text Classification,2022,9,Scopus,10.1109/tcss.2021.3085994,"Because of the limited context information, it is a challenging task to classify short texts. Most existing methods only focus on extracting high-quality local features or global features from text to construct text representations, which is not comprehensive enough. This article proposes a global-local enhancement network (GLEN), which can construct a high-quality text representation by integrating the global and local features of the text. To improve the quality of global and local features, a group-wise enhancement mechanism is introduced, which can effectively enhance the important features while weakening the unimportant features. For the information-loss problem of traditional pooling operation, we designed a global-local pooling mechanism, which can filter out local features that are more relevant to the whole information of the text. Seven benchmark datasets of text classification were selected to test the performance of the model, and GLEN obtained the best results on most datasets. The ablation experiment on GLEN shows that both the group-wise enhancement mechanism and the global-local pooling mechanism can effectively improve the performance of the model.  © 2014 IEEE."
Terciaria,A Hybrid Classification Method via Character Embedding in Chinese Short Text with Few Words,2020,20,Scopus,10.1109/access.2020.2994450,"Last decades have witnessed the significance development of research in short text classification. However, most existing methods only focus on the text which contained dozens of words like Twitter or MicroBlog, but not take the short text with few words like news headline or invoice name into consideration. Meanwhile, contemporary short text classification methods either to expand feature of short text with external corpus or to learn the feature representation from all the texts, which have not take the difference between words of short text into full consideration. Notably, the classification of short text with few words are usually determined by a few specific key words contrary to documents classification or traditional short text classification. To address these problems, this paper propose a hybrid classification method of Attention mechanism and Feature selection via Character embedding in Chinese short text with few words, called AFC. More specifically, firstly, the character embedding is computed to represent Chinese short texts with few words, which takes full advantage of short text information without external corpus. Secondly, attention-based LSTM is introduced in our method to project the data into feature representation space with weighting, which make the keywords in classification have more subtle value. Furthermore, the semantic similarity between content and class label information is calculated for feature selection, which reduces the possible negative influence of some redundant information on classification. Experiments on real-world datasets demonstrate the effectiveness of our method compared to other competing methods. © 2013 IEEE."
Terciaria,Domain knowledge-powered attention for air traffic management hazardous events classification,2024,4,Scopus,10.1016/j.engappai.2024.109454,"The automated classification of hazardous events in Air Traffic Management (ATM) involves concise texts with specialized terminology. The problem is currently addressed by machine learning text classification methods; however, some methods overlook domain knowledge, while others require it excessively. This research aims to identify a process for integrating low-cost, text-based domain knowledge into classification to address the issue of domain shift. To achieve this, the Wide and Deep Bidirectional Encoder Representations from Transformers (WD-BERT) model is proposed, featuring a unique knowledge-powered attention mechanism. WD-BERT's Wide Attention module assesses the compatibility between input text and domain knowledge to determine class probabilities, while its Deep Attention module extracts contextual features guided by domain knowledge. Additionally, a text mining method is employed to extract domain knowledge from ATM regulation texts. The model is trained and evaluated using a dataset derived from the China ATM Hazard Source Database. It achieves a multi-label classification accuracy of 80.24% and an F1-micro score of 0.88, outperforming comparative models with state-of-the-art performance. Breakdown analyses of the model indicate that the carefully designed attention mechanism endows WD-BERT with the ability to integrate domain knowledge, allowing it to excel in contexts involving complex sentences, multiple terms, and domain shifts. The innovation of this study lies in the proposed domain knowledge-powered attention mechanism, which allows simply organized domain knowledge to effectively guide ATM hazardous events classification, alleviating the impact of domain shift. This method can also be applied to other vertical domains without knowledge graphs. © 2024 Elsevier Ltd"
Terciaria,Multi-applicable text classification based on deep neural network,2022,9,Scopus,10.1504/ijsnet.2022.10049687,"Most long text classification methods based on deep learning have problems such as semantics sparsity and long-distance dependence. To tackle these problems, a novel multi-applicable text classification based on deep neural network (MTDNN) is proposed, which 278 J. Yang et al. contains a bidirectional encoder representation from transformer (BERT), a dimension reduction layer, and the bidirectional long short-term memory (Bi-LSTM) combining attention mechanism. BERT is used to pre-train the words into the word embedding vectors. The dimension reduction layer extracts the feature phrase representations with higher weight from the word embedding vectors. The Bi-LSTM captures both the forward and backward context representations. An attention mechanism is employed to focus on the information outputted from the Bi-LSTM. The experimental results illustrate that the accuracy of the MTDNN for long text, short text classification, and sentiment analysis reaches 94.95%, 93.53% and 92.32%, respectively. The results show that our method outperforms the other state-of-the-art text classification methods.  © 2022 Inderscience Enterprises Ltd."
Terciaria,A Drift-Sensitive Distributed LSTM Method for Short Text Stream Classification,2023,19,Scopus,10.1109/tbdata.2022.3164239,"Real-world applications especially in the fields of social media have produced massive short text streams. Unlike traditional normal texts, these data present the characteristics of short length, high-volume, high-velocity and variable data distribution etc, which lead to the issues of data sparsity and concept drift. It is hence very challenging for existing short text classification algorithms. Therefore, we propose a flexible Long Short-Term Memory (LSTM) ensemble network based short text stream classification approach, which is implemented in a distributed mode while maintaining the high-accuracy advantage of deep learning models. More specifically, external resource based short text embedding using a pretrained embedding model and CNN is first proposed for the solution to the data sparsity of short texts. Second, to adapt to the high-volume and high-velocity short text streams, a flexible LSTM network is developed and implemented in a distributed mode for classifying short text data streams. Third, a concept drift factor is introduced for adapting to the concept drifts caused by the changing of data distributions. Finally, experiments conducted on three real short text data sets demonstrate that as compared with several state-of-the-art short text (stream) classification approaches, the proposed approach can classify short text streams effectively and efficiently while adapting to concept drifts.  © 2022 IEEE."
Terciaria,TextTovec: Deep contextualized neural autoregressive topic models of language with distributed compositional prior,2019,9,Scopus,,"We address two challenges of probabilistic topic modelling in order to better estimate the probability of a word in a given context, i.e., P(word|context): (1) No language structure in context: Probabilistic topic models ignore word order by summarizing a given context as a “bag-of-word” and consequently the semantics of words in the context is lost. In this work, we incorporate language structure by combining a neural autoregressive topic model (TM) (e.g., DocNADE) with a LSTM based language model (LSTM-LM) in a single probabilistic framework. The LSTM-LM learns a vector-space representation of each word by accounting for word order in local collocation patterns, while the TM simultaneously learns a latent representation from the entire document. In addition, the LSTM-LM models complex characteristics of language (e.g., syntax and semantics), while the TM discovers the underlying thematic structure in a collection of documents. We unite two complementary paradigms of learning the meaning of word occurrences by combining a topic model and a language model in a unified probabilistic framework, named as ctx-DocNADE. (2) Limited context and/or smaller training corpus of documents: In settings with a small number of word occurrences (i.e., lack of context) in short text or data sparsity in a corpus of few documents, the application of TMs is challenging. We address this challenge by incorporating external knowledge into neural autoregressive topic models via a language modelling approach: we use word embeddings as input of a LSTM-LM with the aim to improve the word-topic mapping on a smaller and/or short-text corpus. The proposed DocNADE extension is named as ctx-DocNADEe. We present novel neural autoregressive topic model variants coupled with neural language models and embeddings priors that consistently outperform state-of-the-art generative topic models in terms of generalization (perplexity), interpretability (topic coherence) and applicability (retrieval and classification) over 7 long-text and 8 short-text datasets from diverse domains. © 7th International Conference on Learning Representations, ICLR 2019. All Rights Reserved."
Terciaria,Chinese Short Text Sentiment Classification: Research on Transformer- TextCNN Model with Location-Aware Enhancement; [中文短文本情感分类:融入位置感知强化的 Transformer-TextCNN 模型研究],2025,3,Scopus,10.3778/j.issn.1002-8331.2403-0082,"Aiming at the problem of insufficient acquisition of text location information and key features in the current Chinese short text sentiment classification model, a Transformer-TextCNN sentiment classification model integrated with location-aware enhancement is proposed. Firstly, BERT’s learnable absolute position encoding and sinusoidal position coding are used to enhance the position perception ability of the model. Then, the global context understanding ability of Transformer and the local feature capture ability of TextCNN are combined to extract the global and local features of Chinese short text respectively. Finally, the emotional feature output service of position perception reinforcement and feature collaboration is constructed to realize the accurate classification of Chinese short text emotion. The experimental results show that the accuracy of the model on the video barrage data set reaches 90.23%, and the accuracy on the SMP2020 data set reaches 87.38%. Compared with the optimal baseline model, the accuracy rate is increased by 1.98 and 0.44 percentage points on the video barrage dataset and SMP2020 dataset, respectively, and better classification results are achieved in the Chinese short text sentiment classification task. © 2025 Journal of Computer Engineering and Applications Beijing Co., Ltd.; Science Press. All rights reserved."
Terciaria,SpotSpam: Intention Analysis-driven SMS Spam Detection Using BERT Embeddings,2022,53,Scopus,10.1145/3538491,"Short Message Service (SMS) is one of the widely used mobile applications for global communication for personal and business purposes. Its widespread use for customer interaction, business updates, and reminders has made it a billion-dollar industry in ""Text Marketing.""Along with valid SMS, a tsunami of spam messages also pop up that serve various purposes for the sender and the majority of them are fraudulent. Filtering spam SMS in an accurate manner is a crucial and challenging task that will benefit human lives both mentally and economically. Some of the challenges in the filtering of spam SMS include less number of characters, texts in informal languages, lack of public SMS spam corpus, and so on. Focusing solely on the textual features of the SMS is a major handicap of the existing methods, as it lacks in dynamically adapting to the increasing number of new keywords and jargon. In this article, we develop an intention-based approach of SMS spam filtering that efficiently handles dynamic keywords by focusing on the semantics of the words. We capture both semantic and textual features of the short-text messages based on 13 pre-defined intention labels. Moreover, the contextual embeddings of the texts are generated using various pre-trained NLP (Natural Language Processing) models. Finally, intention scores are computed for the pre-defined labels and a bunch of supervised learning classifiers are employed for filtering as spam or ham. Our approaches are evaluated on the SMS Spam Collection [24] benchmark dataset, and extensive experimentation shows interesting results. Our model did remarkably well with an accuracy of 98.07%, Precision and Recall of ∼0.97, which is better than few of the existing state-of-the-art alternatives. Though the accuracy of our approach is not the best among other existing approaches, the model is highly stable due to its emphasis on extracting the contextual features from the text through intention labels. © 2022 Association for Computing Machinery."
Terciaria,Incorporating Embedding to Topic Modeling for More Effective Short Text Analysis,2023,4,Scopus,10.1145/3543873.3587316,"With the growing abundance of short text content on websites, analyzing and comprehending these short texts has become a crucial task. Topic modeling is a widely used technique for analyzing short text documents and uncovering the underlying topics. However, traditional topic models face difficulties in accurately extracting topics from short texts due to limited content and their sparse nature. To address these issues, we propose an Embedding-based topic modeling (EmTM) approach that incorporates word embedding and hierarchical clustering to identify significant topics. Experimental results demonstrate the effectiveness of EmTM on two datasets comprising web short texts, Snippet and News. The results indicate a superiority of EmTM over baseline topic models by its exceptional performance in both classification accuracy and topic coherence metrics.  © 2023 Owner/Author."
Terciaria,Theme and sentiment analysis model of public opinion dissemination based on generative adversarial network,2019,27,Scopus,10.1016/j.chaos.2018.11.036,"An epidemic is a typical public health emergency that refers to the occurrence and rapid spread of disease. A good epidemic transmission model plays a crucial role in preventing an epidemic. The epidemic transmission model is largely similar to the model of sentiment analysis and transmission on social media. Therefore, this paper intend to use the method of deep learning to explore the key issues of theme and sentiment analysis from the perspective of public opinion analysis. In order to fully extract the features automatically, we combine the following methods: multi-channel inputs, multi-granularity convolution kernels, direct connection with high-speed channels, and this paper proposes the multi-channel and multi-kernel (MCMK) model. Furthermore, we leverage generative adversarial nets to combine several single tasks, called Joint-MCMK model, which achieves information sharing and improves the training speed and model accuracy. To verify the validity of our proposed models, this paper experimented with the short text topic classification dataset TREC [1] and the sentiment analysis dataset IMDB [2]. Results achieved 98.6% and 92.6% respectively, which are superior to the highest existing industry benchmark (96.1% and 92.58%). In addition, this paper compared the training spread differences between the joint-MCMK model and MCMK model, which shows that the joint-MCMK model has better performance at training speed. Finally, the control variable method was used to analyze the multiple effects of the different factors. The optimal value of some relevant parameters in our models were verified by several experiments. © 2019"
Terciaria,Hawkes Process Classification through Discriminative Modeling of Text,2022,5,Scopus,10.1109/ijcnn55064.2022.9892868,"Social media such as Twitter has provided a platform for users to gather and share information and stay updated with the news. However, restriction on the length, informal grammar and vocabulary of the posts pose challenges to perform classification from textual content alone. We propose models based on the Hawkes process (HP) which can naturally incorporate additional cues such as the temporal features and past labels of the posts, along with the textual features for improving short text classification. In particular, we propose a discriminative approach to model text in HP, where the text features parameterize the base intensity and the triggering kernel of the intensity function. This allows textual content to determine influence from past posts and consequently determine the intensity function and class label. Another major contribution is to model the kernel as a neural network function of both time and text, permitting more complex influence functions for Hawkes process. This will maintain the interpretability of Hawkes process models along with the improved function learning capability of the neural networks. The proposed HP models can easily consider pretrained word embeddings to represent text for classification. Experiments on the rumour stance classification problems in social media demonstrate the effectiveness of the proposed HP models. © 2022 IEEE."
Terciaria,Utilizing Natural Language Processing for Efficient Text Analysis in the Era of Social Media,2024,2,Scopus,10.1109/ccssta62096.2024.10691866,"In this study, we explore the efficacy of various deep learning models, including TextCNN, Bi-GRU, and Attention-based LSTM, for short text classification tasks. We begin with data preprocessing and feature extraction techniques such as N -grams, information gain, and TF-IDF to prepare the datasets for analysis. The models are then trained and evaluated on both multi-category and four-category datasets. Our findings demonstrate that the LSTM model with an attention mechanism outperforms other models, achieving an accuracy of over 90%. We also provide a comprehensive performance evaluation using metrics like accuracy, precision, F1 score, confusion matrix, and ROC-AUC curve. The results suggest that integrating attention mechanisms significantly enhances the model's ability to understand and classify short texts accurately. © 2024 IEEE."
Terciaria,Automated Grading of Short Text Answers: Preliminary Results in a Course of Health Informatics,2019,6,Scopus,10.1007/978-3-030-35758-0_18,"Students learning Health Informatics in the degree course of Medicine and Surgery of the University of L’Aquila (Italy) are required – to pass the exam – to submit solutions to assignments concerning the execution and interpretation of statistical analyses. The paper presents a tool for the automated grading of such a kind of solutions, where the statistical analyses are made up R commands and outputs, and the interpretations are short text answers. The tool performs a static analysis of the R commands with the respective output, and uses Natural Language Processing techniques for the short text answers. The paper summarises the solution regarding the R commands and output, and delves into the method and the results used for the automated classification of the short text answers. In particular, we show that through FastText sentence embeddings and a tuned Support Vector Machines classifier, we obtained an accuracy of 0.89, Cohen’s K = 0.76, and F1 score of 0.91 on a binary classification task (i.e. pass or fail). Other experiments including additional linguistically-motivated features, whose goal was to capture lexical differences between the students’ answer and the gold standard sentence, did not yield any significant improvement. The paper ends with a discussion of the findings and the next steps to be taken in our research. © 2019, Springer Nature Switzerland AG."
Terciaria,Short Text Embedding Autoencoders with Attention-Based Neighborhood Preservation,2020,5,Scopus,10.1109/access.2020.3042778,"Shortness and sparsity often plague short text representation for clustering and classification. A popular solution is to extract meaningful low-dimensional embeddings as short text representation via various Dimensionality Reduction technology. However, the existing methods, such as topic models and neural networks, discover low-dimensional embeddings from the whole training sets without considering the geometrical information of short text manifold, resulting in an inability to provide a discriminative embedding of short text. In this paper, we propose a manifold-regularized method, namely Short Texts Embedding AutoEncoders (STE-AEs), aiming to incorporate the semantics from the neighborhood into a regularization training of AutoEncoders (AEs) to extract discriminative low-dimensional short text embeddings. STE-AEs first determines semantics neighborhood via an attention-based weighted matching distance and then preserves the local geometrical structure by incorporating a minimization of the weighted cross-entropy of nearby texts' embeddings into a regularization training of AEs. Finally, the encoder can act as a parametrized mapping function between observations and embeddings. Furthermore, based on the activation values of the encoder for the training set, STE-AEs employs a regression model of Random Forest (RF) to determine the feature importance so as to find certain informative and readable words for embeddings interpretation. Through extensive experiments on three real-world short text corpuses, the evidence demonstrate that STE-AEs can capture the intrinsic discriminative explanatory factors, improving the performance of short text clustering and classification. Moreover, some understandable words can be efficiently discovered to promote the interpretability of low-dimensional embeddings.  © 2013 IEEE."
Terciaria,Design of Deep Learning Mixed Language Short Text Sentiment Classification System Based on CNN Algorithm,2022,13,Scopus,10.1109/icmnwc56175.2022.10031786,"Deep learning began to emerge in the 1990s, and with the development and updating of networks, higher requirements were placed on data set analysis techniques. Firstly, it elaborates on the classification algorithm based on deep learning, which includes a multi-layer perceptron model, a recurrent neural network model and an attention mechanism model. Secondly, this paper studies the model construction and sentiment analysis based on BL-CNN, gives the mathematical model and training algorithm of deep learning, and then analyzes the dataset based on CNN, and gives the neural network structure diagram. Finally, the design of the short text sentiment classification system based on CNN is studied, and the regression model and emotion statistical clustering algorithm based on deep learning are proposed, and the method is used to predict short text data.  © 2022 IEEE."
Terciaria,Multilingual Short Text Classification via Convolutional Neural Network,2018,9,Scopus,10.1007/978-3-030-02934-0_3,"As multilingual text increases, the analysis of multilingual data plays a crucial role in statistical translation models, cross-language information retrieval, the construction of parallel corpus, bilingual information extraction and other fields. In this paper, we introduce convolutional neural network and propose auto-associative memory for the fusion of multilingual data to classify multilingual short text. First, the open-source tool word2vec is used to extract word vector for textual representation. Then, the auto-associative memory relationship can extract the multilingual document semantic, which need to calculate the statistical relevance of word vector between different languages. A critical problem is the domain adaptation of classifiers in different languages and we solve it by transforming multilingual text features. In order to fuse a dense combination of high-level features in multilingual text semantics, we introduce convolutional neural network into the model, and output classification prediction results. This model can process multilingual textual data well. Experiments show that convolutional neural network combined with auto-associative memory improves classification accuracy by 2 to 6% in multilingual text classification, compared to other classic models. Furthermore, the proposed model reduces the dependence of multilingual text on the parallel corpus, thus have good expansibility for multilingual data. © 2018, Springer Nature Switzerland AG."
